This file is created for TexTools software, Resmat Corp 
ODF file name: solodf.HODF 

B	500	0 
	51.48	84.40	70.53	1
	82.85	74.83	26.02	1
	70.56	37.51	11.68	1
	90.24	88.25	54.85	1
	21.69	71.23	89.94	1
	6.92	86.74	22.33	1
	52.15	41.08	18.03	1
	84.95	31.69	2.24	1
	37.66	66.78	36.34	1
	81.22	41.98	30.89	1
	59.83	2.14	41.33	1
	90.15	82.76	82.72	1
	20.09	27.33	358.17	1
	57.65	90.79	69.54	1
	27.34	35.66	13.15	1
	87.62	64.56	17.40	1
	4.20	54.62	72.20	1
	60.17	77.21	68.58	1
	20.92	18.66	65.13	1
	3.93	31.60	82.73	1
	16.95	51.50	10.49	1
	20.49	51.76	64.42	1
	4.95	80.95	92.01	1
	26.56	16.28	74.80	1
	22.18	57.63	80.84	1
	20.53	65.77	24.92	1
	85.57	93.22	1.02	1
	90.30	82.15	85.39	1
	89.09	90.87	22.15	1
	86.01	89.46	60.93	1
	7.06	91.67	53.19	1
	33.68	72.56	7.87	1
	41.56	76.48	32.29	1
	45.74	90.34	61.84	1
	17.13	19.58	75.19	1
	58.76	49.30	20.04	1
	84.61	26.97	15.96	1
	358.94	61.70	90.98	1
	17.17	28.94	22.63	1
	40.57	80.67	57.41	1
	24.86	39.37	67.71	1
	88.95	90.51	11.98	1
	86.86	63.61	78.48	1
	8.81	33.82	83.33	1
	356.94	52.37	79.92	1
	49.32	81.15	69.34	1
	0.69	88.67	84.26	1
	52.87	39.19	52.83	1
	89.80	93.86	5.51	1
	13.35	76.67	6.29	1
	359.08	77.70	90.74	1
	34.81	74.77	69.98	1
	84.10	88.67	54.38	1
	64.44	78.58	19.22	1
	73.01	20.89	28.30	1
	5.69	54.04	9.62	1
	40.14	73.22	64.23	1
	23.28	66.44	91.58	1
	3.30	59.86	16.55	1
	0.67	16.12	5.54	1
	12.21	23.08	79.95	1
	0.80	62.86	9.23	1
	7.11	56.53	9.35	1
	67.20	23.66	35.13	1
	28.84	7.82	48.69	1
	26.36	58.14	18.39	1
	88.12	34.21	27.34	1
	15.39	13.38	71.65	1
	17.29	80.04	24.78	1
	359.35	61.26	12.40	1
	86.90	86.53	8.64	1
	5.41	73.40	28.65	1
