50.723	78.854	72.787
49.226	41.577	25.401
67.755	5.298	20.595
85.82	0.775	17.134
79.532	4.248	6.6
57.54	85.863	72.471
66.447	6.895	34.657
45.661	3.877	32.735
17.04	13.632	84.93
44.543	6.982	41.167
24.528	59.304	75.943
85.754	89.586	62.086
14.574	18.21	75.69
87.995	87.66	10.756
86.427	63.419	74.962
10.849	33.55	79.491
1.093	88.451	83.466
51.536	41.254	51.492
89.272	89.346	4.96
15.357	78.796	2.763
80.159	18.548	18.381
25.382	69.115	86.185
6.095	14.888	0.706
78.519	6.506	11.555
85.96	88.753	77.887
12.44	11.343	84.584
62.061	11.745	21.408
12.602	7.388	75.443
72.383	5.717	12.893
80.431	86.39	8.894
68.54	13.248	40.181
0.316	80.449	86.482
56.867	5.717	33.88
63.193	7.36	36.72
20.751	81.375	14.365
5.812	30.279	80.931
86.355	89.904	83.235
70.6	6.365	25.725
0.939	78.683	87.179
30.051	84.41	77.703
12.646	84.167	87.407
1.736	82.491	5.356
66.23	39.21	85.224
11.168	80.314	1.958
12.681	10.191	8.993
79.848	85.652	68.362
85.559	74.052	57.713
4.285	88.618	80.06
88.481	4.054	6.254
5.414	4.2	88.237
87.885	2.901	86.174
23.759	16.754	57.463
81.06	85.17	78.582
39.008	10.963	54.48
6.477	33.935	78.497
36.229	39.826	88.912
5.147	10.522	75.08
25.843	35.128	61.047
84.853	84.25	6.109
64.272	79.011	69.21
13.129	17.257	65.415
31.216	29.737	55.255
33.139	6.837	68.411
80.491	80.222	1.25
82.842	85.344	6.705
15.112	55.964	3.821
29.807	7.209	46.432
9.149	65.62	30.304
7.938	69.394	89.366
7.411	80.422	84.243
82.287	89.788	65.851
63.459	82.371	50.97
88.184	88.01	10.94
71.633	2.61	36.673
3.128	26.86	68.757
6.716	69.259	89.157
86.894	89.818	9.534
5.768	62.943	79.675
8.526	30.679	87.781
9.866	87.782	8.061
27.11	86.8	7.284
51.349	7.319	49.226
6.337	79.431	84.205
46.853	5.503	49.465
81.169	6.459	27.357
76.703	89.187	0.56
38.805	37.774	1.942
83.081	80.796	9.476
87.794	87.395	81.452
86.855	85.742	1.736
63.92	0.895	35.273
87.825	82.712	17.702
88.553	82.863	84.619
83.641	10.022	87.454
45.386	6.866	55.436
33.982	0.001	71.754
80.898	84.559	84.147
60.199	51.278	9.361
21.44	12.109	48.108
2.98	36.761	87.586
54.475	4.318	18.559
1.511	7.615	87.141
29.829	3.439	59.465
75.278	82.819	4.697
10.454	26.813	1.574
35.904	25.605	80.057
84.655	88.877	74.789
26.135	56.135	83.512
32.806	39.828	2.475
28.263	89.965	28.291
6.059	24.465	70.403
5.491	84.712	78.148
13.533	81.361	3.617
58.446	6.643	26.395
60.512	1.343	17.337
60.836	4.946	13.489
13.786	6.173	54.14
86.558	87.478	33.402
80.557	88.018	65.802
76.426	79.17	5.576
71.043	2.796	34.16
77.854	89.633	17.073
26.423	20.738	82.307
12.286	34.5	88.995
78.434	89.552	0.396
23.665	57.256	74.13
55.282	7.278	30.999
14.772	20.157	65.719
6.221	78.776	3.068
5.23	67.754	89.865
40.428	6.058	48.567
16.192	30.4	6.735
52.395	65.884	36.069
12.313	10.102	6.177
43.757	39.163	62.187
2.516	32.266	79.906
46.32	53.224	45.575
11.162	68.113	84.77
22.215	7.401	71.743
60.015	84.448	78.42
9.33	9.549	68.538
12.613	10.935	86.655
45.26	6.924	59.611
29.864	17.456	22.221
17.266	9.778	73.072
84.63	88.662	65.607
26.14	10.889	71.166
23.693	11.624	48.339
13.945	32.638	86.495
3.093	25.165	62.094
13.124	16.218	72.136
84.136	88.423	6.1
71.817	1.343	10.871
3.183	34.741	37.898
77.505	89.052	8.237
22.462	88.991	75.717
60.556	6.189	36.119
87.204	82.174	2.431
0.596	44.1	13.588
85.07	3.719	86.306
40.318	88.823	46.504
3.966	5.429	88.888
86.281	3.772	85.111
70.694	74.063	6.845
81.856	49.708	38.022
79.637	83.032	33.564
62.737	5.26	17.565
87.739	85.586	1.445
20.57	83.56	54.884
78.741	89.014	16.785
51.857	6.008	37.926
4.12	27.838	87.476
56.227	6.567	28.552
72.306	35.932	72.517
76.506	6.254	21.674
28.708	23.889	85.141
88.124	83.967	26.742
4.271	14.799	0.571
62.583	83.481	88.245
58.309	84.958	44.905
66.804	6.157	7.982
52.121	7.496	53.395
7.361	17.682	83.364
14.601	32.207	72.075
12.269	7.72	78.519
83.619	83.532	22.775
87.863	50.578	63.764
16.626	7.415	74.605
65.14	4.054	22.243
0.643	37.005	33.894
64.052	78.291	66.637
3.208	12.125	62.805
80.782	85.152	89.725
87.726	83.108	89.615
43.298	80.53	28.59
24.747	80.591	79.917
54.052	72.629	74.781
1.849	36.93	0.478
74.756	84.805	40.656
28.008	33.06	75.824
69.655	86.706	30.96
51.852	81.286	73.611
87.391	89.435	68.969
87.72	86.565	25.258
5.323	83.032	7.152
84.971	86.39	8.454
20.435	9.911	64.618
1.527	76.144	81.208
12.203	66.77	88.855
45.457	88.774	84.864
57.125	6.286	28.057
10.781	77.33	7.391
33.163	2.452	59.732
4.689	14.922	3.958
15.087	77.412	86.116
62.629	5.183	26.714
3.909	23.523	2.321
81.93	18.951	60.949
89.679	80.341	84.026
80.395	82.588	80.944
28.725	83.163	7.987
17.949	34.768	88.319
81.285	87.616	31.716
69.15	48.617	8.726
53.934	10.74	48.764
85.696	89.145	25.228
85.229	87.332	57.194
12.39	77.826	84.314
41.238	17.38	67.67
1.038	11.822	4.738
16.082	5.521	65.025
6.109	6.924	84.474
2.14	9.86	85.394
85.265	89.654	89.289
65.505	1.416	31.85
83.864	80.122	4.606
52.956	7.082	38.876
1.277	56.507	3.551
72.855	5.241	0.813
14.511	12.158	78.049
56.318	4.005	31.653
76.569	7.209	13.354
17.18	31.074	79.313
12.063	6.27	73.429
0.78	65.277	89.687
60.707	4.005	26.769
89.456	7.306	76.797
78.895	83.242	5.452
56.634	45.597	44.114
9.41	40.092	84.921
80.922	84.968	35.405
78.25	85.256	17.499
82.414	1.675	1.022
82.136	4.5	15.667
35.377	6.025	41.955
3.398	33.143	83.12
4.334	24.022	24.272
81.246	87.058	53.697
19.732	18.344	65.165
82.524	1.899	8.542
9.915	65.31	2.81
6.188	27.022	73.377
87.577	88.96	18.51
88.379	89.043	11.899
4.051	74.561	4.521
70.548	78.833	76.102
29.631	84.157	88.605
16.496	72.603	5.941
2.977	9.357	5.526
86.63	82.616	88.033
53.458	1.266	44.592
77.783	88.067	11.239
15.848	4.986	79.472
4.433	55.719	0.975
29.617	32.322	26.459
77.552	89.85	83.897
42.474	1.951	40.274
89.506	84.975	79.31
89.536	87.299	6.342
86.402	85.438	10.176
15.818	22.302	81.722
82.842	80.911	30.642
40.354	64.53	72.202
69.894	7.039	26.475
0.989	53.664	9.501
64.926	5.086	39.915
83.372	87.724	69.661
42.933	74.163	38.571
88.737	83.937	12.522
57.565	76.366	35.948
11.157	54.868	23.72
79.489	78.2	85.765
4.202	64.921	64.266
72.457	36.979	77.038
46.413	5.411	44.532
12.654	14.048	14.244
17.974	4.318	80.936
63.638	49.829	78.777
20.655	30.06	72.185
32.817	11.839	61.547
4.73	88.085	2.483
62.484	6.444	28.714
52.481	4.522	35.965
88.715	10.75	73.97
9.031	29.762	79.771
85.924	89.344	82.364
88.184	5.279	83.512
41.03	7.374	47.932
0.714	14.703	1.233
12.462	24.112	86.844
19.938	31.094	89.396
70.337	74.223	22.594
16.933	85.442	82.221
70.191	0.001	13.934
85.13	84.336	74.042
14.761	27.01	83.729
46.732	3.954	40.541
55.128	85.801	52.659
13.698	12.134	62.108
68.62	88.062	81.51
16.345	15.535	75.108
56.601	5.392	34.94
5.499	87.514	0.203
11.585	9.901	68.84
33.421	4.432	39.549
0.297	68.282	2.807
10.075	18.837	0.286
25.354	9.809	50.044
48.391	35.717	86.344
66.796	71.227	77.602
0.519	87.276	6.567
89.083	84.642	82.644
41.151	4.781	42.496
7.641	88.466	89.368
72.523	4.823	29.664
83.216	87.194	82.793
52.42	23.953	73.792
85.292	79.077	88.767
68.263	12.389	26.107
11.984	5.89	5.752
63.561	2.492	33.16
5.749	59.519	1.986
22.885	4.005	69.584
85.218	83.154	76.929
45.674	48.027	5.631
33.207	9.151	59.042
73.064	6.302	16.829
12.846	14.648	68.919
68.027	5.006	15.615
17.746	43.47	81.362
55.82	6.042	28.321
70.471	46.252	37.736
81.461	6.206	85.836
61.616	5.941	20.18
42.318	12.291	49.698
77.017	4.295	0.077
11.986	73.945	5.551
82.342	85.886	22.284
81.005	3.746	0.211
52.258	68.688	76.462
8.863	81.797	84.507
80.903	86.036	88.495
8.649	70.743	83.298
87.437	84.413	74.915
89.484	88.045	89.052
42.859	77.969	1.445
8.213	73.194	7.073
10.748	62.955	84.169
79.261	83.944	83.982
58.249	86.835	73.124
86.102	86.359	84.636
63.934	80.498	7.644
68.532	6.042	22.034
50.138	4.986	37.745
72.971	27.537	82.809
14.601	10.889	74.289
27.906	60.177	83.576
54.046	65.742	79.939
65.318	38.147	11.401
10.687	9.86	72.279
49.792	65	5.147
76.695	83.881	59.726
77.926	83.082	6.702
74.275	83.624	82.779
0.967	88.664	88.201
15.906	71.773	86.421
0.206	79.307	88.484
49.495	78.046	6.946
28.428	11.502	77.36
85.171	83.541	15.774
89.247	89.131	85.781
35.47	55.833	8.377
11.066	29.712	77.571
53.046	11.046	34.627
48.624	9.443	26.195
67.082	73.863	10.297
87.847	86.422	9.597
75.932	84.464	80.497
21.88	4.739	71.246
80.436	88.856	85.669
76.58	6.058	88.649
75.297	20.374	66.447
31.779	10.646	68.175
30.782	2.61	49.245
45.293	74.617	68.735
8.292	69.659	87.976
21.13	5.839	81.933
53.129	6.582	31.139
76.528	88.244	40.722
4.612	24.21	88.772
24.094	31.25	73.671
76.173	6.238	7.589
33.485	6.318	55.252
73.891	88.72	18.482
32.507	89.157	80.241
59.765	75.213	49.753
32.902	50.756	18.985
13.203	23.161	89.742
65.56	3.003	9.589
80.038	87.908	25.83
4.007	12.591	81.337
73.05	1.734	19.908
78.011	88.529	14.585
88.374	88.421	86.77
53.439	58.935	10.157
53.642	71.528	75.454
16.969	31.354	81.016
8.07	35.383	82.296
60.877	10.589	42.079
14.382	29.762	58.504
81.708	78.735	47.539
77.942	84.329	15.255
53.961	57.998	75.272
15.846	83.932	84.702
13.516	14.717	80.628
12.923	71.951	4.988
7.71	87.154	0.634
22.374	78.074	15.911
80.947	53.957	19.337
84.897	5.355	83.114
78.404	83.893	72.232
11.401	32.201	82.205
87.27	1.614	2.826
87.16	5.787	1.612
87.325	84.684	73.701
4.625	54.435	0.945
23.303	11.745	69.123
79.865	5.066	78.049
