50.723	78.854	72.787
82.691	73.985	24.561
85.463	81.861	81.461
88.635	86.916	7.328
69.23	81.267	4.227
69.172	40.871	19.776
25.994	53.355	79.549
89.572	86.604	55.727
23.487	73.17	85.767
49.226	41.577	25.401
69.496	4.103	52.159
67.755	5.298	20.595
84.957	88.83	84.803
29.557	80.392	89.275
69.727	14.751	12.714
77.777	47.718	33.938
85.82	0.775	17.134
16.746	73.053	7.402
79.532	4.248	6.6
89.684	86.937	83.49
76.355	84.752	26.662
77.703	83.046	4.689
5.216	82.777	3.626
81.035	86.094	66.744
2.063	60.354	86.46
14.198	25.553	4.312
37.901	12.258	45.965
57.54	85.863	72.471
8.592	86.432	4.194
66.447	6.895	34.657
75.476	3.468	4.98
88.885	81.63	88.753
20.051	33.812	22.676
18.37	79.557	11.014
8.732	53.144	67.711
85.652	16.504	8.141
84.139	89.236	88.261
15.884	18.729	68.634
7.312	31.307	77.492
16.834	51.725	9.174
79.173	87.824	7.001
4.213	79.767	87.435
45.661	3.877	32.735
7.281	82.265	89.753
17.04	13.632	84.93
44.543	6.982	41.167
24.528	59.304	75.943
16.054	66.06	28.021
13.569	84.766	7.21
84.952	88.788	0.964
26.165	78.938	87.517
89.951	86.977	85.864
2.282	27.419	87.058
88.827	88.66	20.965
79.769	89.531	78.165
85.754	89.586	62.086
35.012	75.932	3.087
71.048	28.749	43.43
3.249	71.511	0.407
10.72	81.711	87.031
89.882	82.555	14.247
81.68	82.267	6.782
35.078	73.079	47.078
14.574	18.21	75.69
75.879	85.921	12.55
2.601	62.974	85.399
39.615	76.079	61.286
24.745	43.785	64.39
11.761	58.614	82.073
87.995	87.66	10.756
86.427	63.419	74.962
10.849	33.55	79.491
1.269	52.2	73.858
1.093	88.451	83.466
79.406	79.808	22.295
3.716	81.679	82.636
51.536	41.254	51.492
89.272	89.346	4.96
15.357	78.796	2.763
16.148	89.507	5.573
77.681	87.101	28.373
1.931	78.722	88.105
34.435	73.799	69.908
83.988	86.45	55.299
63.723	81.355	16.985
80.159	18.548	18.381
89.569	85.047	58.872
