This file is created for TexTools software, Resmat Corp 
ODF file name: solodf.HODF 

B	500	0 
	79.42	77.82	76.77	1
	34.46	51.29	37.43	1
	44.33	49.91	12.37	1
	63.78	63.06	65.41	1
	77.87	69.70	85.23	1
	24.61	89.20	13.82	1
	21.40	49.03	11.31	1
	184.94	12.28	296.95	1
	45.57	90.39	6.92	1
	81.04	48.44	36.11	1
	39.91	2.42	50.33	1
	93.63	71.78	84.39	1
	57.80	33.00	335.39	1
	73.73	75.02	81.00	1
	38.48	42.31	351.17	1
	42.58	50.11	24.40	1
	29.19	55.96	59.41	1
	89.06	76.55	71.72	1
	3.86	17.52	87.51	1
	323.24	33.69	116.54	1
	29.08	51.91	7.16	1
	36.22	55.99	54.07	1
	50.12	85.42	86.28	1
	99.81	25.79	31.11	1
	86.03	71.58	69.10	1
	52.07	70.19	6.98	1
	70.55	97.37	2.21	1
	89.60	74.64	86.58	1
	103.32	87.95	21.71	1
	71.36	67.98	70.96	1
	358.75	85.46	22.38	1
	70.37	94.26	355.67	1
	40.07	98.57	10.38	1
	34.49	78.81	70.60	1
	315.45	22.62	128.09	1
	17.39	50.68	23.49	1
	161.76	7.90	313.54	1
	76.96	73.81	76.05	1
	41.64	38.56	344.96	1
	45.51	70.33	71.89	1
	69.46	55.58	48.69	1
	65.40	103.68	9.92	1
	93.57	49.06	73.30	1
	335.03	35.03	113.46	1
	27.45	55.39	60.37	1
	79.61	75.31	75.32	1
	342.03	80.94	48.43	1
	94.98	59.81	46.95	1
	60.50	101.63	7.25	1
	64.82	93.76	355.80	1
	55.01	82.75	83.65	1
	32.88	74.12	69.74	1
	60.46	63.05	66.03	1
	55.78	79.42	19.46	1
	139.31	5.17	334.63	1
	33.87	51.56	7.04	1
	32.63	69.24	69.80	1
	88.27	67.46	84.09	1
	35.22	60.71	6.47	1
	70.98	21.15	322.89	1
	343.79	20.00	98.89	1
	359.92	64.07	3.01	1
	32.91	56.80	6.67	1
	164.03	5.59	328.27	1
	57.49	9.47	29.93	1
	31.71	58.72	14.91	1
	118.70	31.52	23.29	1
	19.88	11.70	69.32	1
	45.28	91.49	5.14	1
	345.71	62.28	1.37	1
	56.68	101.83	7.91	1
	1.06	74.59	14.52	1
	104.85	69.05	61.34	1
	97.59	69.97	79.84	1
	52.06	68.13	71.15	1
	9.82	11.63	82.86	1
	77.61	65.22	80.24	1
	27.39	8.49	64.77	1
	337.11	17.40	113.94	1
	50.85	7.21	39.04	1
	59.32	107.14	16.22	1
	179.08	13.85	325.68	1
	37.24	53.87	46.62	1
	50.48	10.71	39.93	1
	49.90	62.29	53.39	1
	66.82	64.31	70.63	1
	113.63	26.54	24.98	1
	64.86	61.03	64.28	1
	68.12	68.27	75.41	1
	54.54	100.64	6.42	1
	85.96	50.21	55.95	1
	33.20	47.32	355.77	1
	71.58	20.57	22.64	1
	104.82	87.02	22.89	1
	53.26	83.09	84.36	1
	59.29	108.30	18.88	1
	53.91	68.98	8.04	1
	50.86	94.02	359.83	1
	77.80	99.04	359.46	1
	58.96	79.90	83.38	1
	41.00	52.28	36.25	1
	43.44	98.63	17.07	1
	332.34	66.60	80.40	1
	337.42	27.69	95.91	1
	64.25	101.21	5.62	1
	18.93	60.74	8.79	1
	78.57	50.36	39.17	1
	20.44	18.71	65.92	1
	30.94	4.55	328.82	1
	21.53	45.34	19.78	1
	88.28	63.21	76.54	1
	84.54	73.67	70.44	1
	15.59	11.22	76.27	1
	80.20	78.10	77.70	1
	93.25	72.49	85.08	1
	52.40	32.31	341.27	1
	94.82	71.65	80.42	1
	13.69	2.84	76.57	1
	93.72	71.89	86.95	1
	55.17	82.39	83.41	1
	54.66	81.62	83.05	1
	61.47	31.66	61.62	1
	74.25	73.53	76.98	1
	49.19	85.59	86.59	1
	56.81	89.45	1.99	1
	189.46	94.45	62.02	1
	254.75	80.33	23.39	1
	282.62	31.33	32.57	1
	263.19	91.06	55.76	1
	229.59	68.32	94.20	1
	177.89	80.05	36.15	1
	213.60	27.50	66.88	1
	260.69	73.27	8.32	1
	179.14	66.29	49.25	1
	246.39	64.47	28.70	1
	271.67	4.56	0.82	1
	269.69	98.76	81.54	1
	133.20	30.15	48.84	1
	206.54	99.73	59.99	1
	174.81	33.05	48.55	1
	261.98	81.04	19.47	1
	216.10	49.74	73.68	1
	212.46	94.95	52.94	1
	196.97	15.98	80.87	1
	194.93	26.17	95.48	1
	169.58	49.91	36.80	1
	221.01	45.24	78.11	1
	197.35	84.05	86.16	1
	149.45	14.58	123.86	1
	225.07	54.08	85.52	1
	184.11	64.20	47.39	1
	257.24	72.74	2.95	1
	266.80	89.30	83.25	1
	331.47	90.23	31.57	1
	260.99	94.00	61.08	1
	216.42	89.40	45.45	1
	253.33	75.47	1.58	1
	176.61	72.44	44.82	1
	186.17	93.01	65.10	1
	159.92	16.92	114.46	1
	252.65	78.73	8.56	1
	287.52	40.86	12.57	1
	141.50	62.35	100.46	1
	177.05	28.74	55.67	1
	178.36	84.06	34.83	1
	213.24	35.15	85.72	1
	282.05	76.39	8.15	1
	303.40	72.30	79.78	1
	194.95	28.09	96.46	1
	218.96	51.56	75.69	1
	197.84	95.10	51.01	1
	199.18	92.61	77.81	1
	247.09	31.67	61.70	1
	255.98	79.06	4.26	1
	216.95	85.55	349.01	1
	200.66	80.22	85.86	1
	222.90	83.92	60.65	1
	260.91	91.83	54.55	1
	256.31	78.80	18.24	1
	292.25	31.44	27.36	1
	160.22	56.04	33.22	1
	231.38	74.98	62.35	1
	232.02	67.20	90.99	1
	166.47	61.53	32.41	1
	116.50	26.56	61.58	1
	258.30	32.91	49.37	1
	183.76	64.11	4.95	1
	165.92	57.99	33.56	1
	286.45	31.24	31.00	1
	161.37	7.51	106.98	1
	219.16	62.76	8.54	1
	290.40	35.77	26.47	1
	162.06	12.30	106.95	1
	176.11	75.99	48.45	1
	158.35	66.40	30.25	1
	267.72	68.60	1.82	1
	175.87	72.29	36.64	1
	306.57	77.15	61.50	1
	258.10	102.47	75.33	1
	230.73	69.74	70.46	1
	151.99	11.98	119.51	1
	160.46	60.93	99.41	1
	165.87	7.49	104.65	1
	163.38	15.62	107.76	1
	134.73	6.36	134.74	1
	301.90	77.81	17.26	1
	292.52	36.17	23.98	1
	312.93	93.04	36.67	1
	161.18	7.25	107.33	1
	223.38	85.59	42.61	1
	211.32	90.76	45.30	1
	173.57	14.90	104.77	1
	227.89	47.13	82.14	1
	220.16	62.66	80.98	1
	254.34	81.99	9.22	1
	240.34	24.14	68.45	1
	166.83	47.13	41.04	1
	132.01	10.15	141.33	1
	336.74	93.55	39.01	1
	199.71	81.29	86.00	1
	322.81	86.50	26.65	1
	170.64	68.77	32.17	1
	181.64	72.37	47.30	1
	256.41	79.60	1.28	1
	223.97	69.63	98.72	1
	327.46	94.97	38.96	1
	238.72	83.25	32.87	1
