This file is created for TexTools software, Resmat Corp 
ODF file name: solodf.HODF 

B	500	0 
	77.65	74.97	77.47	1
	359.15	47.37	63.43	1
	23.51	50.07	9.74	1
	101.30	69.32	64.34	1
	93.14	67.64	85.22	1
	31.85	91.78	14.27	1
	27.48	50.63	5.88	1
	217.15	16.37	238.15	1
	40.96	93.41	4.26	1
	83.55	49.40	37.68	1
	278.19	13.11	172.24	1
	93.69	71.64	84.31	1
	64.31	33.30	335.09	1
	96.40	70.49	80.82	1
	45.10	41.63	352.03	1
	18.50	53.35	9.92	1
	34.47	57.81	55.80	1
	101.20	69.15	71.88	1
	310.66	25.16	134.82	1
	355.43	25.11	79.21	1
	26.60	51.08	8.68	1
	37.80	56.31	53.31	1
	51.43	85.84	85.96	1
	185.49	7.40	315.84	1
	102.46	69.13	69.08	1
	19.95	50.88	22.42	1
	46.81	98.04	2.88	1
	91.98	74.46	86.34	1
	105.49	86.62	23.19	1
	101.69	69.34	69.85	1
	357.33	85.04	20.31	1
	88.22	105.42	356.17	1
	23.17	99.25	9.32	1
	32.79	77.43	73.91	1
	15.81	16.14	69.57	1
	23.16	54.29	7.22	1
	217.18	10.46	232.22	1
	83.10	79.28	75.17	1
	53.02	39.30	343.83	1
	82.98	75.45	72.09	1
	73.40	56.68	48.64	1
	42.70	102.33	11.07	1
	100.56	44.52	72.16	1
	348.30	27.48	82.13	1
	34.64	57.51	56.09	1
	99.60	70.44	74.99	1
	357.97	77.68	21.43	1
	122.51	57.73	44.11	1
	36.37	99.19	9.94	1
	58.24	94.44	357.15	1
	56.61	83.61	83.14	1
	33.48	74.08	70.12	1
	99.71	69.19	65.04	1
	41.48	52.98	40.32	1
	237.86	9.40	210.23	1
	25.62	50.34	8.77	1
	42.66	70.92	67.79	1
	92.28	65.17	84.01	1
	23.68	54.91	14.63	1
	82.75	26.78	319.67	1
	282.19	32.30	132.76	1
	333.57	62.38	357.87	1
	25.67	53.86	11.35	1
	199.33	5.91	283.11	1
	290.35	13.26	159.89	1
	31.36	60.43	11.33	1
	160.41	17.81	346.67	1
	14.91	11.01	76.61	1
	40.86	92.75	4.04	1
	325.42	53.70	345.83	1
	33.99	99.44	10.69	1
	9.21	74.40	6.61	1
	112.36	51.26	54.18	1
	97.31	68.37	79.73	1
	91.98	71.36	70.83	1
	10.23	11.65	81.29	1
	94.39	57.59	79.97	1
	29.67	8.38	62.87	1
	17.67	14.70	65.48	1
	285.37	15.27	163.33	1
	40.51	106.32	16.89	1
	200.94	15.94	295.31	1
	24.98	51.44	51.77	1
	50.77	10.47	39.77	1
	31.35	59.82	58.93	1
	91.40	78.42	69.02	1
	200.91	12.99	306.59	1
	102.34	67.52	62.94	1
	100.36	69.12	73.39	1
	33.38	97.93	9.81	1
	108.13	53.37	54.90	1
	36.89	44.94	0.16	1
	149.61	6.33	337.81	1
	105.82	86.17	24.59	1
	55.42	84.03	83.74	1
	45.96	108.39	18.88	1
	16.74	50.12	21.26	1
	40.71	91.68	2.49	1
	85.63	101.12	0.22	1
	92.04	70.84	86.94	1
	2.97	47.63	57.66	1
	29.47	102.81	12.30	1
	319.98	65.65	78.39	1
	350.55	26.30	85.76	1
	39.42	99.03	7.66	1
	36.03	57.76	12.82	1
	79.29	51.25	40.26	1
	348.13	17.53	103.19	1
	50.76	6.18	309.81	1
	26.74	49.93	2.17	1
	98.73	44.38	74.59	1
	102.02	69.37	70.32	1
	18.89	11.26	73.32	1
	76.65	75.31	78.37	1
	94.88	72.39	84.89	1
	59.85	34.70	338.27	1
	96.08	69.89	80.32	1
	71.40	8.35	18.22	1
	89.35	75.00	86.79	1
	62.30	79.60	85.06	1
	73.68	72.45	87.39	1
	89.08	51.48	54.38	1
	78.33	74.58	76.70	1
	50.98	86.06	86.21	1
	43.08	92.80	0.56	1
	178.30	94.97	78.28	1
	254.86	80.41	23.97	1
	285.20	31.02	32.51	1
	261.05	91.78	55.78	1
	235.44	69.32	93.82	1
	176.50	75.32	35.48	1
	195.35	23.87	81.48	1
	255.46	79.16	6.10	1
	181.58	66.67	46.37	1
	254.38	80.21	21.44	1
	262.63	3.67	7.23	1
	266.66	96.04	79.18	1
	104.34	57.69	59.57	1
	182.08	97.34	76.23	1
	181.36	33.03	47.90	1
	255.59	83.55	19.60	1
	219.77	42.52	85.87	1
	193.82	95.37	59.80	1
	177.82	14.48	89.64	1
	134.10	35.12	142.43	1
	170.91	49.81	37.70	1
	213.41	38.92	89.88	1
	197.08	84.47	86.25	1
	168.09	11.75	95.81	1
	229.05	51.87	88.52	1
	186.53	65.00	41.77	1
	256.67	72.13	2.56	1
	300.81	109.81	83.27	1
	344.63	90.44	45.31	1
	263.10	92.26	61.04	1
	216.21	89.37	45.56	1
	257.56	78.86	0.30	1
	184.81	72.57	40.30	1
	174.96	92.80	72.10	1
	177.58	15.36	92.13	1
	254.81	79.41	7.10	1
	263.25	26.58	24.76	1
	86.47	71.76	106.44	1
	181.26	28.00	74.25	1
	175.84	78.75	32.59	1
	192.74	31.52	101.40	1
	286.59	74.37	7.18	1
	304.57	72.13	79.64	1
	132.38	39.93	149.14	1
	220.57	44.88	86.58	1
	182.68	93.90	79.68	1
	181.94	94.03	80.34	1
	241.96	26.36	66.86	1
	255.60	77.16	3.81	1
	218.57	85.62	348.02	1
	200.15	80.71	86.01	1
	215.94	91.33	46.10	1
	261.40	91.65	54.69	1
	256.21	79.24	18.67	1
	291.18	32.27	28.08	1
	160.42	56.24	34.51	1
	210.91	89.48	43.81	1
	234.99	67.46	91.43	1
	167.50	60.69	33.28	1
	93.45	52.84	60.95	1
	261.70	28.06	51.03	1
	197.24	61.04	17.64	1
	166.93	57.54	34.39	1
	287.17	31.28	31.11	1
	159.48	7.36	108.85	1
	258.73	88.81	352.39	1
	292.70	34.57	25.99	1
	158.22	12.03	107.59	1
	182.53	75.48	50.44	1
	161.75	65.42	30.57	1
	260.96	73.83	1.23	1
	173.62	70.16	39.14	1
	316.50	76.58	60.92	1
	255.98	100.91	74.34	1
	212.71	88.75	53.84	1
	163.62	10.32	104.16	1
	94.82	74.16	106.79	1
	174.84	6.47	95.31	1
	161.82	14.36	113.75	1
	218.13	5.30	50.54	1
	318.68	79.96	20.42	1
	294.92	35.77	24.08	1
	298.79	94.62	38.84	1
	159.20	7.10	109.29	1
	210.94	86.56	41.42	1
	215.28	90.72	45.48	1
	160.04	14.97	108.88	1
	221.88	43.18	87.63	1
	231.72	58.65	86.78	1
	256.03	83.59	8.76	1
	240.37	24.75	67.84	1
	172.82	46.79	39.01	1
	146.37	7.57	123.65	1
	341.39	93.58	43.75	1
	199.23	81.78	86.09	1
	335.51	91.66	39.31	1
	170.37	66.21	30.76	1
	181.11	72.47	46.80	1
	256.89	72.02	2.58	1
	231.09	69.59	99.00	1
	310.43	96.58	41.10	1
	245.03	83.81	32.74	1
	185.72	70.68	47.38	1
	158.26	26.54	118.19	1
	256.73	76.84	2.71	1
	255.28	77.20	3.64	1
	254.86	80.38	23.78	1
	270.61	28.81	43.83	1
	164.56	19.02	75.02	1
	195.30	25.57	80.12	1
	224.05	46.94	84.46	1
	217.22	91.12	47.11	1
	151.04	10.30	115.82	1
	176.99	94.95	77.82	1
	259.14	97.93	77.61	1
	184.90	16.87	84.40	1
	268.21	101.35	73.90	1
	103.44	7.91	167.68	1
	312.45	126.76	98.65	1
	200.50	80.30	85.98	1
	178.12	90.91	76.34	1
	194.86	25.07	83.51	1
	234.39	65.09	88.82	1
	196.42	85.36	86.29	1
	205.10	87.97	346.66	1
	357.55	105.89	258.63	1
	240.79	111.14	205.97	1
	272.35	142.39	184.92	1
	282.17	117.05	233.22	1
	1.43	103.47	258.11	1
	356.98	93.31	189.55	1
	275.43	140.65	187.97	1
	308.26	132.85	184.54	1
	299.02	126.42	220.12	1
	300.95	133.12	209.97	1
	350.41	179.86	304.02	1
	269.54	98.08	262.44	1
	0.67	150.75	180.26	1
	351.38	103.97	256.93	1
	304.27	134.60	179.54	1
	239.92	110.76	205.48	1
	0.81	127.04	268.17	1
	356.07	111.45	258.64	1
	24.32	156.11	314.94	1
