This file is created for TexTools software, Resmat Corp 
ODF file name: solodf.HODF 

B	500	0 
	81.83	84.27	84.46	1
	71.65	58.69	28.32	1
	36.64	49.08	21.25	1
	83.05	105.86	71.40	1
	59.84	63.92	62.56	1
	45.51	52.71	9.31	1
	41.20	68.51	2.69	1
	60.29	38.65	41.85	1
	35.06	59.96	26.65	1
	62.90	57.42	37.38	1
	314.09	5.19	135.99	1
	98.96	94.03	116.71	1
	49.28	33.89	342.72	1
	58.25	94.04	94.76	1
	32.00	54.33	6.81	1
	91.88	68.20	359.58	1
	64.48	47.24	45.11	1
	101.45	62.09	78.87	1
	33.99	21.12	46.19	1
	340.13	31.69	102.96	1
	32.34	54.57	8.35	1
	25.65	57.66	64.89	1
	1.56	56.18	82.71	1
	262.86	6.59	190.46	1
	40.91	68.38	64.78	1
	39.35	53.09	13.59	1
	67.06	98.31	3.52	1
	97.23	115.67	51.95	1
	92.58	77.73	7.36	1
	73.83	93.81	83.01	1
	17.98	94.19	20.28	1
	28.69	63.68	11.51	1
	25.28	77.89	37.51	1
	57.58	74.23	76.72	1
	297.60	12.51	141.23	1
	32.79	84.22	8.92	1
	107.08	68.62	358.78	1
	45.78	60.78	47.27	1
	32.49	45.22	358.16	1
	50.92	67.34	67.33	1
	21.70	51.27	70.13	1
	96.20	80.70	5.49	1
	102.79	59.46	69.09	1
	333.68	56.26	89.11	1
	347.77	53.44	105.65	1
	81.98	75.43	85.30	1
	0.73	67.56	82.70	1
	77.24	61.24	31.97	1
	92.83	82.81	355.92	1
	34.94	51.56	3.41	1
	13.59	44.54	78.82	1
	54.17	66.34	66.85	1
	97.22	65.18	84.27	1
	20.14	94.02	38.97	1
	71.82	11.30	64.26	1
	34.41	45.35	358.85	1
	52.83	67.72	68.62	1
	60.02	62.89	59.12	1
	30.27	47.18	358.82	1
	13.35	22.30	351.54	1
	292.39	17.35	146.16	1
	0.01	48.71	0.00	1
	33.48	45.93	358.81	1
	2.19	18.79	127.04	1
	307.75	10.67	139.52	1
	35.23	65.53	15.34	1
	73.35	60.58	26.72	1
	320.22	35.21	100.14	1
	30.35	59.31	20.25	1
	359.99	48.65	0.00	1
	94.59	84.51	4.83	1
	0.17	77.98	31.68	1
	108.37	57.10	65.30	1
	88.26	95.82	65.48	1
	52.21	66.46	65.98	1
	289.96	7.32	160.57	1
	39.69	61.64	47.45	1
	318.16	34.69	101.34	1
	305.89	9.36	152.60	1
	55.15	35.40	8.40	1
	63.98	59.03	36.31	1
	74.02	39.82	40.16	1
	30.92	64.49	67.21	1
	315.60	34.08	103.12	1
	44.98	67.05	61.97	1
	59.32	62.83	58.57	1
	107.13	24.15	28.90	1
	44.34	68.51	65.93	1
	35.66	61.70	45.05	1
	83.12	75.24	33.20	1
	87.28	46.81	39.52	1
